Language,id,title,GoodReadAverageRating,description,author,NumberofRatings
English,86737,City of Masks,3.9,"Lucien is seriously ill but his life is transformed when an old Italian notebook gives him the power to become a stravagante, a time traveller with access to 16th century Italy. He wakes up in Bellezza (Venice) during carnival time and meets Arianna, a girl his own age who is disguised as a boy in the hope of being selected as one of the Duchessa's mandoliers. Arianna gives Lucien her boy's clothing and he is selected as a mandolier himself, becoming a friend of fellow-stravagante Rodolfo, the Duchessa's lover, and saving the Duchessa's life when she is threatened by an assassin hired by the powerful di Chimici family. For state occasions the Duchessa uses her maid Giuliana as a body-double but Guiliana commits the fatal mistake of revealing the secret to her fiance Enrico and a sequence of devastating consequences unravels. Meanwhile Lucien has met the original stravagante, the Elizabethan alchemist William Dethridge, and he begins to understand that he may be called to follow in his footsteps.",Mary Hoffman,13456
English,24769,"Blue Noon (Midnighters, #3)",3.85,"The secret hour when time freezes arrives every night at midnight in Bixby, Oklahoma. It’s a dangerous time, when five teenagers are the only humans awake and dark creatures crawl out of the shadows, but at least the midnight hour is regular and predictable.",Scott Westerfeld,15154
"
                  ",10092,Sea of Silver Light,4.12,"Tad Williams has held more jobs than any sane person should admit to—singing in a band, selling shoes, managing a financial institution, throwing newspapers, and designing military manuals, to name just a few. He also hosted a syndicated radio show for ten years, worked in theater and television production, taught both grade-school and college classes, and worked in multimedia for a major computer",Tad Williams,11078
English,228200,"The Green Mile, Part 5: Night Journey",4.52,"Stephen Edwin King was born the second son of Donald and Nellie Ruth Pillsbury King. After his father left them when Stephen was two, he and his older brother, David, were raised by his mother. Parts of his childhood were spent in Fort Wayne, Indiana, where his father's family was at the time, and in Stratford, Connecticut. When Stephen was eleven, his mother brought her children back to Durham, M",Stephen King,12013
English,99713,A Coney Island of the Mind: Poems,4.16," and expresses the way Lawrence Ferlinghetti felt about these poems when he wrote them during a short period in the 1950's—as if they were, taken together, a kind of Coney Island of the mind, a kind of circus of the soul.",Lawrence Ferlinghetti,9484
English,11568316,Dream Dark,3.76,"Wounded during a climactic battle, Link discovers that tending his injuries won't be as simple as visiting a doctor a",Kami Garcia,14513
English,762288,Nothing's Fair in Fifth Grade,3.94,"Jenny knows one thing for sure - Elsie Edwards is a fat thief who steals people's lunch money to buy candy. So when the book club money disappears, why is the whole class punished? Nothing's fair!",Barthe DeClements,10713
English,5053547,Trouble in Mudbug,3.93,"Unfortunately, death doesn’t slow down Helena one bit.",Jana Deleon,11647
English,10196362,The Accident,3.93,"It’s the new normal at the Garber household in Connecticut: Glen, a contractor, has seen his business shaken by the housing crisis, and now his wife, Sheila, is taking a business course at night to increase her chances of landing a good-paying job.",Linwood Barclay,11667
English,12989112,Such a Rush,3.84,"Heaven Beach, South Carolina, is anything but, if you live at the low-rent end of town. All her life, Leah Jones has been the grown-up in her family, while her mother moves from boyfriend to boyfriend, letting any available money slip out of her hands. At school, they may diss Leah as trash, but she’s the one who negotiates with the landlord when the rent’s not paid. At fourteen, she’s the one who gets a job at the nearby airstrip.",Jennifer Echols,13838
English,25809756,Shopaholic to the Rescue,3.55,"But Tarquin’s wife Suze who is Becky’s best friend, and Becky’s moth",Sophie Kinsella,11292
"
                  ",8702806,"
                  0312651201
                      ",4.08,"Eve Duncan’s mission in life is to bring closure to the families who have experienced the agony of a missing child. As a forensic sculptor, she is able to piece together bones, create a face, and bring an identity to a child who would have otherwise gone unidentified…maybe forever. Eve is brilliant, and driven, and tormented—because her own daughter, Bonnie, was taken from her years ago. And Eve has never discovered what happened to her. But now a name from the past resurfaces, thanks to CIA agent Catherine Ling who knows all too well what it’s like to lose a child.",Iris Johansen,12124
"
                ",25912358,A Thousand Boy Kisses,4.28,"One kiss lasts a moment. But a thousand kisses can last a lifetime.One boy. One girl. A bond that is forged in an instant and cherished for a decade. A bond that neither time nor distance can break. A bond that will last forever. Or so they believe.When seventeen-year-old Rune Kristiansen returns from his native Norway to the sleepy town of Blossom Grove, Georgia, where he befriended Poppy Litchfield as a child, he has just one thing on his mind. Why did the girl who was one half of his soul, who promised to wait faithfully for his return, cut him off without a word of explanation?Rune's heart was broken two years ago when Poppy fell silent. When he discovers the truth, he finds that the greatest heartache is yet to come.A stand-alone young adult tearjerker romance, recommended for ages fourteen and up.",Tillie Cole,14150
"
                  ",315882,"
                  043977733X
                      ",4.46,"Ellen Levine's books have won many awards and honors, including the Jane Addams Peace Award. Although she enjoys writing both fiction and nonfiction, most of Ellen's books for young readers have been nonfiction. ""Writing nonfiction lets me in behind the scenes of the story. I enjoy learning new things and meeting new people, even if they lived 200 years ago."" ",Ellen Levine,11455
English,420496,A Knight of the Word ,4.04,"Then, after decades of service to the Word, an unspeakable act of violence shatters John Ross'",Terry Brooks,12082
English,10009,Homo faber: Ein Bericht,3.74,"Walter Faber, engineer, is a man for whom only the tangible, calculable, verifiable exists. Dubbed Homo Faber (Man the Maker) by associates, he is devoted to the service of a purely technological world. This devoted service is not, however, without cost: on a flight to South America Faber succumbs to what he interprets as ""fatigue phenomena,"" and we see him lose touch with reality. A return to New York and to his American mistress only convinces him of a need for further rest. Accordingly he boards a ship for Europe, where he encounters a girl who, for reasons of which he is unaware, strongly attracts him. They travel together to France, Italy, and finally Greece, where chance and fate, in an ironic twist on a theme of classic tragedy, make a blind man see.",Max Frisch,12212
English,1087207,桜蘭高校ホスト部 4,4.45,Japanese: ,Bisco Hatori,11442
English,7914058,Rescue,3.3,"A rookie paramedic pulls a young woman alive from her totaled car, a first rescue that begins a lifelong tangle of love and wreckage. Sheila Arsenault is a gorgeous enigma--streetwise and tough-talking, with haunted eyes, fierce desires, and a never-look-back determination. Peter Webster, as straight an arrow as they come, falls for her instantly and entirely. Soon Sheila and Peter are embroiled in an intense love affair, married, and parents to a baby daughter. Like the crash that brought them together, it all happened so fast. ",Anita Shreve,12494
English,714380,The Discoverers: A History of Man's Search to Know His World and Himself,4.12," was a historian, professor, attorney, and writer. He was appointed twelfth Librarian of the United States Congress from 1975 until 1987.",Daniel J. Boorstin,9504
English,24612624,George,4.01,"George thinks she'll have to keep this a secret forever. Then her teacher announces that their class play is going to be Charlotte's Web. George really, really, REALLY wants to play Charlotte. But the teacher says she can't even try out for the part.",Alex Gino,14590
English,449,Timbuktu,3.66,"Mr. Bones, the canine hero of Paul Auster's astonishing new book, is the sidekick and confidant of Willy G. Christmas, a brilliant and troubled homeless man from Brooklyn. As Willy's body slowly expires, he sets off with Mr. Bones for Baltimore in search of his high school English teacher and a new home for his companion. Mr. Bones is our witness during their journey, and out of his thoughts, Paul Auster has spun one of the richest, most compelling tales in American fiction.",Paul Auster,9658
English,7257982,Innocent,3.9,"In 2008, 22 years after the events of the earlier book, former lawyer Rusty Sabich, now a Kindle County, Ill., chief appellate judge, is again suspected of murdering a woman close to him. His wife, Barbara, has died in her bed of what appear to be natural causes, yet Rusty comes under scrutiny from his old nemesis, acting prosecuting attorney Tommy Molto, who unsuccessfully prosecuted him for killing his mistress decades earlier. Tommy's chief deputy, Jim Brand, is suspicious because Rusty chose to keep Barbara's death a secret, even from their son, Nat, for almost an entire day, which could have allowed traces of poison to disappear. Rusty's candidacy for a higher court in an imminent election; his recent clandestine affair with his attractive law clerk, Anna Vostic; and a breach of judicial ethics complicate matters further.",Scott Turow,11235
                                  ,18680106,Hard As It Gets,4.01,With her brother presumed ki,Laura Kaye,15181
